,Reason1,Reason2,Reason3,Reason4,Month Value,Day of Week,Date,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
468,0,1,0,0,7,0,2017-07-24,300,26,43,230.29,25,0,2,1,8
469,0,0,0,1,7,0,2017-07-24,235,29,48,230.29,33,0,1,5,1
470,0,0,0,1,7,1,2017-07-25,246,25,41,230.29,23,0,0,0,2
471,1,0,0,0,7,1,2017-07-25,225,26,28,230.29,24,0,1,2,112
472,0,0,0,1,7,1,2017-07-25,179,51,38,230.29,31,0,0,0,1
473,0,0,0,1,7,4,2017-07-28,118,13,50,230.29,31,0,1,0,1
474,0,0,0,1,7,4,2017-07-28,361,52,28,230.29,27,0,1,4,8
475,0,0,0,1,7,0,2017-07-24,289,36,33,230.29,30,0,2,1,8
476,0,0,0,1,7,0,2017-07-24,235,20,43,230.29,38,0,1,0,8
477,0,0,0,1,7,1,2017-07-25,246,25,41,230.29,23,0,0,0,2
478,0,0,0,1,7,3,2017-07-27,291,31,40,230.29,25,0,1,1,1
479,0,0,0,1,7,3,2017-07-27,279,5,39,230.29,24,0,2,0,2
480,0,0,0,1,8,3,2017-08-03,179,51,38,249.797,31,0,0,0,4
481,0,0,0,1,8,0,2017-08-07,179,22,40,249.797,22,1,2,0,1
482,0,0,0,1,8,1,2017-08-08,246,25,41,249.797,23,0,0,0,4
483,0,0,0,1,8,1,2017-08-08,118,10,37,249.797,28,0,0,0,4
484,0,0,0,1,8,1,2017-08-08,289,36,33,249.797,30,0,2,1,8
485,0,0,0,1,8,1,2017-08-08,235,20,43,249.797,38,0,1,0,8
486,0,0,0,1,8,3,2017-08-10,291,31,40,249.797,25,0,1,1,4
487,0,0,0,1,8,0,2017-08-14,179,51,38,249.797,31,0,0,0,4
488,0,0,0,1,8,1,2017-08-15,179,22,40,249.797,22,1,2,0,8
489,0,0,0,1,8,3,2017-08-17,330,16,28,249.797,25,1,0,0,16
490,0,0,0,1,8,1,2017-08-22,235,11,37,249.797,29,1,1,1,4
491,0,0,0,1,8,1,2017-08-22,246,25,41,249.797,23,0,0,0,1
492,0,0,0,1,8,1,2017-08-22,118,10,37,249.797,28,0,0,0,5
493,0,0,0,1,8,3,2017-08-24,291,31,40,249.797,25,0,1,1,2
494,0,0,0,1,8,0,2017-08-28,260,50,36,249.797,23,0,4,0,3
495,0,0,0,1,9,1,2017-09-05,246,25,41,261.756,23,0,0,0,1
496,0,0,0,1,9,1,2017-09-05,246,25,41,261.756,23,0,0,0,1
497,0,0,0,1,9,1,2017-09-05,118,10,37,261.756,28,0,0,0,3
498,0,0,0,1,9,1,2017-09-05,155,12,34,261.756,25,0,2,0,2
499,0,0,0,1,9,3,2017-09-07,291,31,40,261.756,25,0,1,1,2
500,0,0,0,1,9,4,2017-09-08,179,26,30,261.756,19,1,0,0,8
501,0,0,0,1,9,4,2017-09-08,248,25,47,261.756,32,0,2,1,1
502,0,0,0,1,9,0,2017-09-11,179,51,38,261.756,31,0,0,0,4
503,0,0,0,1,9,2,2017-09-13,225,26,28,261.756,24,0,1,2,1
504,0,0,0,1,9,0,2017-09-18,179,26,30,261.756,19,1,0,0,2
505,0,0,0,1,9,1,2017-09-19,369,17,31,261.756,25,0,3,0,8
506,0,0,0,1,9,1,2017-09-26,361,52,28,261.756,27,0,1,4,8
507,1,0,0,0,10,3,2017-10-05,289,48,49,284.853,36,0,0,2,1
508,1,0,0,0,10,3,2017-10-05,235,16,32,284.853,25,1,0,0,3
509,0,0,0,1,10,4,2017-10-06,246,25,41,284.853,23,0,0,0,8
510,1,0,0,0,10,2,2017-10-11,289,48,49,284.853,36,0,0,2,3
511,0,0,0,1,10,2,2017-10-11,291,31,40,284.853,25,0,1,1,2
512,0,0,0,1,10,1,2017-10-17,118,10,37,284.853,28,0,0,0,2
513,0,0,0,1,10,3,2017-10-19,289,48,49,284.853,36,0,0,2,2
514,0,0,0,1,10,4,2017-10-20,291,31,40,284.853,25,0,1,1,1
515,0,0,0,1,10,1,2017-10-24,225,26,28,284.853,24,0,1,2,2
516,0,0,0,1,10,1,2017-10-24,369,17,31,284.853,25,0,3,0,8
517,0,0,0,1,10,1,2017-10-24,369,17,31,284.853,25,0,3,0,3
518,0,0,0,1,10,1,2017-10-24,225,26,28,284.853,24,0,1,2,4
519,0,0,0,1,10,1,2017-10-24,369,17,31,284.853,25,0,3,0,8
520,0,0,0,1,10,2,2017-10-25,179,51,38,284.853,31,0,0,0,3
521,1,0,0,0,10,2,2017-10-25,228,14,58,284.853,22,0,2,1,1
522,0,0,0,1,10,2,2017-10-25,291,31,40,284.853,25,0,1,1,1
523,1,0,0,0,10,3,2017-10-26,369,17,31,284.853,25,0,3,0,8
524,1,0,0,0,10,3,2017-10-26,225,26,28,284.853,24,0,1,2,1
525,1,0,0,0,10,4,2017-10-27,369,17,31,284.853,25,0,3,0,8
526,1,0,0,0,10,4,2017-10-27,225,26,28,284.853,24,0,1,2,3
527,0,0,0,1,10,6,2017-10-29,189,29,33,284.853,25,0,2,2,8
528,1,0,0,0,10,6,2017-10-29,235,16,32,284.853,25,1,0,0,8
529,1,0,0,0,10,6,2017-10-29,248,25,47,284.853,32,0,2,1,8
530,0,0,0,0,10,6,2017-10-29,225,26,28,284.853,24,0,1,2,0
531,1,0,0,0,10,1,2017-10-31,225,26,28,284.853,24,0,1,2,3
532,0,0,1,0,11,1,2017-11-07,179,51,38,268.519,31,0,0,0,1
533,0,0,0,1,11,2,2017-11-08,118,10,37,268.519,28,0,0,0,3
534,1,0,0,0,11,2,2017-11-08,330,16,28,268.519,25,1,0,0,24
535,0,0,0,1,11,4,2017-11-10,179,51,38,268.519,31,0,0,0,1
536,1,0,0,0,11,1,2017-11-14,118,10,37,268.519,28,0,0,0,8
537,0,0,0,1,11,2,2017-11-15,289,36,33,268.519,30,0,2,1,8
538,1,0,0,0,11,4,2017-11-17,235,16,32,268.519,25,1,0,0,8
539,0,0,0,1,11,4,2017-11-17,225,26,28,268.519,24,0,1,2,4
540,0,0,0,1,11,1,2017-11-21,361,52,28,268.519,27,0,1,4,8
541,0,0,0,1,11,2,2017-11-22,291,31,40,268.519,25,0,1,1,2
542,1,0,0,0,11,3,2017-11-23,118,10,37,268.519,28,0,0,0,2
543,1,0,0,0,11,3,2017-11-23,225,26,28,268.519,24,0,1,2,3
544,0,0,0,1,11,0,2017-11-27,179,51,38,268.519,31,0,0,0,1
545,0,0,0,1,11,0,2017-11-27,118,10,37,268.519,28,0,0,0,8
546,1,0,0,0,11,1,2017-11-28,118,10,37,268.519,28,0,0,0,8
547,0,0,0,1,11,1,2017-11-28,225,26,28,268.519,24,0,1,2,2
548,0,0,0,0,11,1,2017-11-28,291,31,40,268.519,25,0,1,1,0
549,0,0,0,0,11,2,2017-11-29,289,36,33,268.519,30,0,2,1,0
550,1,0,0,0,11,3,2017-11-30,248,25,47,268.519,32,0,2,1,4
551,0,0,0,0,11,3,2017-11-30,235,20,43,268.519,38,0,1,0,0
552,0,0,0,1,11,4,2017-11-24,225,26,28,268.519,24,0,1,2,2
553,0,0,0,1,11,4,2017-11-24,369,17,31,268.519,25,0,3,0,8
554,0,0,0,1,11,0,2017-11-27,361,52,28,268.519,27,0,1,4,2
555,1,0,0,0,12,1,2017-12-05,179,51,38,280.54900000000004,31,0,0,0,32
556,0,0,0,1,12,2,2017-12-06,291,31,40,280.54900000000004,25,0,1,1,1
557,0,0,0,1,12,2,2017-12-06,225,26,28,280.54900000000004,24,0,1,2,3
558,1,0,0,0,12,4,2017-12-08,179,26,30,280.54900000000004,19,1,0,0,1
559,0,0,0,1,12,4,2017-12-08,225,26,28,280.54900000000004,24,0,1,2,3
560,0,0,0,1,12,2,2017-12-13,225,26,28,280.54900000000004,24,0,1,2,3
561,1,0,0,0,12,3,2017-12-14,361,52,28,280.54900000000004,27,0,1,4,4
562,0,0,1,0,12,4,2017-12-15,179,22,40,280.54900000000004,22,1,2,0,2
563,0,0,0,1,12,4,2017-12-15,235,20,43,280.54900000000004,38,0,1,0,8
564,0,0,1,0,12,0,2017-12-18,233,51,31,280.54900000000004,21,1,1,8,8
565,1,0,0,0,12,1,2017-12-19,179,26,30,280.54900000000004,19,1,0,0,16
566,0,0,0,1,12,1,2017-12-19,225,26,28,280.54900000000004,24,0,1,2,2
567,0,0,0,1,12,3,2017-12-21,225,26,28,280.54900000000004,24,0,1,2,3
568,0,0,0,1,12,0,2017-12-18,225,26,28,280.54900000000004,24,0,1,2,2
569,0,0,1,0,12,1,2017-12-19,155,12,34,280.54900000000004,25,0,2,0,80
570,1,0,0,0,1,0,2018-01-01,179,26,30,313.532,19,1,0,0,24
571,1,0,0,0,1,3,2018-01-04,179,26,30,313.532,19,1,0,0,16
572,0,0,0,1,1,3,2018-01-04,179,22,40,313.532,22,1,2,0,2
573,0,0,0,1,1,4,2018-01-05,179,22,40,313.532,22,1,2,0,2
574,1,0,0,0,1,0,2018-01-08,179,26,30,313.532,19,1,0,0,3
575,0,0,0,1,1,2,2018-01-10,179,22,40,313.532,22,1,2,0,2
576,1,0,0,0,1,3,2018-01-11,289,48,49,313.532,36,0,0,2,8
577,0,0,1,0,1,4,2018-01-12,179,22,40,313.532,22,1,2,0,3
578,0,0,0,1,1,0,2018-01-15,179,26,30,313.532,19,1,0,0,2
579,0,0,1,0,1,1,2018-01-16,155,12,34,313.532,25,0,2,0,8
580,0,0,0,1,1,2,2018-01-17,179,26,30,313.532,19,1,0,0,2
581,0,0,0,1,1,2,2018-01-17,179,51,38,313.532,31,0,0,0,3
582,1,0,0,0,1,2,2018-01-17,289,36,33,313.532,30,0,2,1,8
583,0,0,0,1,1,3,2018-01-18,179,51,38,313.532,31,0,0,0,3
584,0,0,0,1,1,4,2018-01-26,179,51,38,313.532,31,0,0,0,2
585,1,0,0,0,2,1,2018-02-06,179,51,38,264.249,31,0,0,0,8
586,0,0,0,1,2,1,2018-02-06,225,26,28,264.249,24,0,1,2,3
587,1,0,0,0,2,2,2018-02-07,248,25,47,264.249,32,0,2,1,8
588,0,0,0,1,2,2,2018-02-07,179,51,38,264.249,31,0,0,0,2
589,0,0,0,1,2,3,2018-02-08,225,26,28,264.249,24,0,1,2,3
590,0,0,0,1,2,3,2018-02-08,179,51,38,264.249,31,0,0,0,2
591,0,0,0,1,2,3,2018-02-08,179,26,30,264.249,19,1,0,0,2
592,0,0,0,1,2,4,2018-02-09,225,15,41,264.249,28,1,2,2,2
593,0,0,0,1,2,4,2018-02-09,179,51,38,264.249,31,0,0,0,2
594,0,0,1,0,2,0,2018-02-12,233,51,31,264.249,21,1,1,8,2
595,0,0,0,1,2,0,2018-02-12,179,51,38,264.249,31,0,0,0,2
596,1,0,0,0,2,1,2018-02-13,225,26,28,264.249,24,0,1,2,8
597,0,0,0,1,2,2,2018-02-14,179,51,38,264.249,31,0,0,0,3
598,0,0,0,1,2,3,2018-02-15,179,51,38,264.249,31,0,0,0,3
599,0,0,0,1,2,3,2018-02-15,225,26,28,264.249,24,0,1,2,3
600,1,0,0,0,2,3,2018-02-15,179,26,30,264.249,19,1,0,0,2
601,0,0,0,1,2,4,2018-02-16,179,22,40,264.249,22,1,2,0,2
602,0,0,0,1,2,4,2018-02-16,179,51,38,264.249,31,0,0,0,3
603,1,0,0,0,2,2,2018-02-21,233,51,31,264.249,21,1,1,8,3
604,0,0,0,1,2,2,2018-02-21,179,26,30,264.249,19,1,0,0,2
605,0,0,0,1,2,2,2018-02-21,179,51,38,264.249,31,0,0,0,2
606,1,0,0,0,2,3,2018-02-22,179,51,38,264.249,31,0,0,0,8
607,0,0,0,1,2,4,2018-02-23,179,51,38,264.249,31,0,0,0,2
608,0,0,0,1,2,0,2018-02-26,155,12,34,264.249,25,0,2,0,5
609,0,0,0,1,2,0,2018-02-26,235,16,32,264.249,25,1,0,0,3
610,0,0,0,1,2,0,2018-02-26,179,51,38,264.249,31,0,0,0,2
611,1,0,0,0,2,0,2018-02-26,225,26,28,264.249,24,0,1,2,2
612,0,0,0,1,2,1,2018-02-27,179,51,38,264.249,31,0,0,0,2
613,0,0,0,1,2,1,2018-02-27,248,25,47,264.249,32,0,2,1,2
614,0,0,0,1,2,1,2018-02-27,225,26,28,264.249,24,0,1,2,2
615,0,0,0,1,2,2,2018-02-28,179,51,38,264.249,31,0,0,0,2
616,0,0,0,1,2,3,2018-02-22,179,51,38,264.249,31,0,0,0,2
617,0,0,0,1,2,4,2018-02-23,235,16,32,264.249,25,1,0,0,2
618,0,0,0,1,3,0,2018-03-05,179,51,38,222.196,31,0,0,0,2
619,0,0,0,1,3,0,2018-03-05,248,25,47,222.196,32,0,2,1,2
620,0,0,0,1,3,1,2018-03-06,228,14,58,222.196,22,0,2,1,3
621,0,0,0,1,3,1,2018-03-06,248,25,47,222.196,32,0,2,1,3
622,1,0,0,0,3,1,2018-03-06,228,14,58,222.196,22,0,2,1,112
623,0,0,0,1,3,2,2018-03-07,179,51,38,222.196,31,0,0,0,2
624,0,0,0,1,3,3,2018-03-08,225,26,28,222.196,24,0,1,2,2
625,0,0,0,1,3,3,2018-03-08,179,51,38,222.196,31,0,0,0,3
626,0,0,0,1,3,3,2018-03-08,225,26,28,222.196,24,0,1,2,2
627,0,0,0,1,3,4,2018-03-09,179,26,30,222.196,19,1,0,0,3
628,0,0,0,1,3,0,2018-03-12,235,16,32,222.196,25,1,0,0,3
629,0,0,1,0,3,0,2018-03-12,361,52,28,222.196,27,0,1,4,8
630,1,0,0,0,3,1,2018-03-13,179,51,38,222.196,31,0,0,0,8
631,0,0,0,1,3,2,2018-03-14,179,51,38,222.196,31,0,0,0,2
632,0,0,0,1,3,3,2018-03-15,179,51,38,222.196,31,0,0,0,3
633,0,0,0,1,3,4,2018-03-16,179,26,30,222.196,19,1,0,0,2
634,1,0,0,0,3,0,2018-03-19,179,51,38,222.196,31,0,0,0,4
635,1,0,0,0,3,0,2018-03-19,248,25,47,222.196,32,0,2,1,2
636,0,0,0,1,3,0,2018-03-19,179,51,38,222.196,31,0,0,0,3
637,1,0,0,0,3,0,2018-03-19,225,26,28,222.196,24,0,1,2,8
638,0,0,0,1,3,1,2018-03-20,179,51,38,222.196,31,0,0,0,2
639,0,0,0,1,3,2,2018-03-21,289,36,33,222.196,30,0,2,1,8
640,0,0,0,1,3,2,2018-03-21,228,14,58,222.196,22,0,2,1,2
641,0,0,0,1,3,2,2018-03-21,179,51,38,222.196,31,0,0,0,2
642,0,0,0,1,3,3,2018-03-22,248,25,47,222.196,32,0,2,1,3
643,0,0,0,1,3,3,2018-03-22,179,51,38,222.196,31,0,0,0,3
644,0,0,0,1,3,4,2018-03-23,179,26,30,222.196,19,1,0,0,2
645,0,0,0,1,3,4,2018-03-23,179,51,38,222.196,31,0,0,0,3
646,0,0,0,1,3,1,2018-03-27,179,51,38,222.196,31,0,0,0,3
647,0,0,0,1,3,2,2018-03-28,118,15,46,222.196,25,0,2,0,8
648,1,0,0,0,3,2,2018-03-28,155,12,34,222.196,25,0,2,0,24
649,0,0,0,1,3,2,2018-03-28,179,51,38,222.196,31,0,0,0,3
650,0,0,0,1,3,3,2018-03-29,179,51,38,222.196,31,0,0,0,3
651,1,0,0,0,3,0,2018-03-26,179,26,30,222.196,19,1,0,0,2
652,0,0,1,0,3,0,2018-03-26,289,36,33,222.196,30,0,2,1,104
653,0,0,0,1,3,2,2018-03-28,369,17,31,222.196,25,0,3,0,8
654,1,0,0,0,4,0,2018-04-02,225,26,28,246.28799999999998,24,0,1,2,8
655,1,0,0,0,4,0,2018-04-02,118,10,37,246.28799999999998,28,0,0,0,8
656,0,0,1,0,4,1,2018-04-03,361,52,28,246.28799999999998,27,0,1,4,8
657,0,0,1,0,4,2,2018-04-04,248,25,47,246.28799999999998,32,0,2,1,8
658,1,0,0,0,4,3,2018-04-05,189,29,33,246.28799999999998,25,0,2,2,8
659,0,0,0,1,4,4,2018-04-06,179,26,30,246.28799999999998,19,1,0,0,2
660,1,0,0,0,4,0,2018-04-09,369,17,31,246.28799999999998,25,0,3,0,24
661,0,1,0,0,4,1,2018-04-10,179,22,40,246.28799999999998,22,1,2,0,2
662,0,0,0,1,4,1,2018-04-10,118,13,50,246.28799999999998,31,0,1,0,3
663,0,0,0,1,4,1,2018-04-10,361,52,28,246.28799999999998,27,0,1,4,2
664,1,0,0,0,4,2,2018-04-11,118,10,37,246.28799999999998,28,0,0,0,2
665,0,0,0,1,4,4,2018-04-13,235,11,37,246.28799999999998,29,1,1,1,8
666,0,0,0,1,4,4,2018-04-13,179,26,30,246.28799999999998,19,1,0,0,2
667,0,0,1,0,4,0,2018-04-16,225,26,28,246.28799999999998,24,0,1,2,8
668,0,1,0,0,4,1,2018-04-17,235,16,32,246.28799999999998,25,1,0,0,3
669,0,0,0,1,4,4,2018-04-20,179,26,30,246.28799999999998,19,1,0,0,2
670,0,0,0,1,4,1,2018-04-24,155,12,34,246.28799999999998,25,0,2,0,4
671,0,0,1,0,4,3,2018-04-26,225,26,28,246.28799999999998,24,0,1,2,8
672,1,0,0,0,4,3,2018-04-26,118,13,50,246.28799999999998,31,0,1,0,2
673,0,0,0,1,4,4,2018-04-27,179,26,30,246.28799999999998,19,1,0,0,2
674,0,0,0,1,5,0,2018-05-07,235,11,37,237.65599999999998,29,1,1,1,8
675,0,0,1,0,5,2,2018-05-09,225,15,41,237.65599999999998,28,1,2,2,3
676,0,0,0,1,5,2,2018-05-09,235,16,32,237.65599999999998,25,1,0,0,2
677,1,0,0,0,5,2,2018-05-09,118,10,37,237.65599999999998,28,0,0,0,3
678,0,0,0,1,5,2,2018-05-09,235,20,43,237.65599999999998,38,0,1,0,8
679,1,0,0,0,5,3,2018-05-10,179,26,30,237.65599999999998,19,1,0,0,1
680,0,0,0,1,5,3,2018-05-10,291,31,40,237.65599999999998,25,0,1,1,2
681,1,0,0,0,5,3,2018-05-10,225,15,41,237.65599999999998,28,1,2,2,8
682,0,0,1,0,5,4,2018-05-11,300,26,43,237.65599999999998,25,0,2,1,64
683,0,0,0,1,5,4,2018-05-11,225,15,41,237.65599999999998,28,1,2,2,8
684,0,0,0,1,5,4,2018-05-11,179,26,30,237.65599999999998,19,1,0,0,2
685,0,0,0,1,5,0,2018-05-14,118,13,50,237.65599999999998,31,0,1,0,2
686,1,0,0,0,5,1,2018-05-15,118,13,50,237.65599999999998,31,0,1,0,3
687,0,0,0,1,5,1,2018-05-15,118,10,37,237.65599999999998,28,0,0,0,1
688,0,0,0,0,5,1,2018-05-15,118,13,50,237.65599999999998,31,0,1,0,0
689,0,0,0,1,5,2,2018-05-16,179,26,30,237.65599999999998,19,1,0,0,2
690,0,0,0,0,5,2,2018-05-16,378,49,36,237.65599999999998,21,0,2,4,0
691,0,1,0,0,5,4,2018-05-18,179,22,40,237.65599999999998,22,1,2,0,1
692,1,0,0,0,5,0,2018-05-21,155,12,34,237.65599999999998,25,0,2,0,48
693,1,0,0,0,5,0,2018-05-21,235,16,32,237.65599999999998,25,1,0,0,8
694,0,0,0,1,5,2,2018-05-23,291,31,40,237.65599999999998,25,0,1,1,8
695,1,0,0,0,5,2,2018-05-23,179,22,40,237.65599999999998,22,1,2,0,8
696,1,0,0,0,5,2,2018-05-23,225,26,28,237.65599999999998,24,0,1,2,3
697,1,0,0,0,5,3,2018-05-24,330,16,28,237.65599999999998,25,1,0,0,8
698,0,0,0,1,5,3,2018-05-24,235,16,32,237.65599999999998,25,1,0,0,2
699,0,0,0,1,5,3,2018-05-31,291,31,40,237.65599999999998,25,0,1,1,2
